taxonrank	scientificname	countrycode	locality	decimallatitude	decimallongitude	eventdate	basisofrecord	institutioncode	collectioncode	recordedby
SPECIES	Elachocharax mitopterus Weitzman, 1986	BR	Igarapé Açu, tributário do rio Negro, Parque Nacional de Anavilhanas	-2.82201	-60.87086	2016-05-04T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Hemigrammus analis Durbin, 1909	BR	rio Negro no Lago Xidaua, Parque Nacional de Anavilhanas	-2.71953	-60.75557	2016-05-05T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Biotoecus opercularis (Steindachner, 1875)	BR	rio Negro no Lago Xidaua, Parque Nacional de Anavilhanas	-2.71953	-60.75557	2016-05-05T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Hemigrammus ocellifer (Steindachner, 1882)	BR	Praia na margem direita do rio Negro, Parque Nacional de Anavilhanas	-2.77925	-60.78255	2016-05-04T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Moenkhausia lata Eigenmann, 1908	BR	Praia na margem direita do rio Negro, Parque Nacional de Anavilhanas	-2.77925	-60.78255	2016-05-04T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Hemigrammus analis Durbin, 1909	BR	Praia na margem direita do rio Negro, Parque Nacional de Anavilhanas	-2.77925	-60.78255	2016-05-04T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Hemigrammus bellottii (Steindachner, 1882)	BR	Igarapé Açu, tributário do rio Negro, Parque Nacional de Anavilhanas	-2.82201	-60.87086	2016-05-04T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Serrasalmus gibbus Castelnau, 1855	BR	Praia na margem direita do rio Negro, Parque Nacional de Anavilhanas	-2.77925	-60.78255	2016-05-04T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Hypselecara coryphaenoides (Heckel, 1840)	BR	rio Negro no Lago Xidaua, Parque Nacional de Anavilhanas	-2.71953	-60.75557	2016-05-05T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Bryconops caudomaculatus (Günther, 1864)	BR	Praia na margem direita do rio Negro, Parque Nacional de Anavilhanas	-2.77925	-60.78255	2016-05-04T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Acarichthys heckelii (Müller & Troschel, 1849)	BR	rio Negro no Lago Xidaua, Parque Nacional de Anavilhanas	-2.71953	-60.75557	2016-05-05T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
GENUS	Ancistrus Kner, 1854	BR	Rio Negro no Lago do Prato, Parque Nacional de Anavilhanas	-2.71736	-60.74487	2016-05-03T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Rivulus ornatus Garman, 1895	BR	Igarapé Açu, tributário do rio Negro, Parque Nacional de Anavilhanas	-2.82201	-60.87086	2016-05-04T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Acestrorhynchus microlepis (Jardine, 1841)	BR	Rio Negro no Lago do Prato, Parque Nacional de Anavilhanas	-2.71736	-60.74487	2016-06-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Viana, P.F.
SPECIES	Ageneiosus ucayalensis Castelnau, 1855	BR	Rio Negro no Lago do Prato, Parque Nacional de Anavilhanas	-2.71736	-60.74487	2016-06-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Viana, P.F.
SPECIES	Erythrinus erythrinus (Bloch & Schneider, 1801)	BR	Igarapé Açu, tributário do rio Negro, Parque Nacional de Anavilhanas	-2.82201	-60.87086	2016-05-04T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
GENUS	Boulengerella Eigenmann, 1903	BR	Igarapé Açu, tributário do rio Negro, Parque Nacional de Anavilhanas	-2.82201	-60.87086	2016-05-04T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Hemigrammus analis Durbin, 1909	BR	Igarapé Açu, tributário do rio Negro, Parque Nacional de Anavilhanas	-2.82201	-60.87086	2016-05-04T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Hemiodus atranalis (Fowler, 1940)	BR	Rio Negro no Lago do Prato, Parque Nacional de Anavilhanas	-2.71736	-60.74487	2016-06-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Viana, P.F.
SPECIES	Carnegiella marthae Myers, 1927	BR	Igarapé Açu, tributário do rio Negro, Parque Nacional de Anavilhanas	-2.82201	-60.87086	2016-05-04T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Brycon pesu Müller & Troschel, 1845	BR	Praia na margem direita do rio Negro, Parque Nacional de Anavilhanas	-2.77925	-60.78255	2016-05-04T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
GENUS	Charax Scopoli, 1777	BR	Rio Negro no Lago do Prato, Parque Nacional de Anavilhanas	-2.71736	-60.74487	2016-06-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Viana, P.F.
SPECIES	Copella nattereri (Steindachner, 1876)	BR	Igarapé Açu, tributário do rio Negro, Parque Nacional de Anavilhanas	-2.82201	-60.87086	2016-05-04T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Dekeyseria picta (Kner, 1854)	BR	Rio Negro no Lago do Prato, Parque Nacional de Anavilhanas	-2.71736	-60.74487	2016-06-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Viana, P.F.
GENUS	Acestridium Haseman, 1911	BR	Igarapé Açu, tributário do rio Negro, Parque Nacional de Anavilhanas	-2.82201	-60.87086	2016-05-04T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Tetragonopterus chalceus Spix & Agassiz, 1829	BR	Rio Negro no Lago do Prato, Parque Nacional de Anavilhanas	-2.71736	-60.74487	2016-06-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Viana, P.F.
SPECIES	Geophagus winemilleri López-Fernández & Taphorn, 2004	BR	Praia na margem direita do rio Negro, Parque Nacional de Anavilhanas	-2.77925	-60.78255	2016-05-04T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Gladioglanis conquistador Lundberg, Bornbusch & Mago-Leccia, 1991	BR	Igarapé Açu, tributário do rio Negro, Parque Nacional de Anavilhanas	-2.82201	-60.87086	2016-05-04T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Hemigrammus levis Durbin, 1908	BR	Rio Negro no Lago do Prato, Parque Nacional de Anavilhanas	-2.71736	-60.74487	2016-05-03T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Nannostomus trifasciatus Steindachner, 1876	BR	Igarapé Açu, tributário do rio Negro, Parque Nacional de Anavilhanas	-2.82201	-60.87086	2016-05-04T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Aequidens pallidus (Heckel, 1840)	BR	Igarapé Açu, tributário do rio Negro, Parque Nacional de Anavilhanas	-2.82201	-60.87086	2016-05-04T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Dekeyseria picta (Kner, 1854)	BR	Rio Negro no Lago do Prato, Parque Nacional de Anavilhanas	-2.71736	-60.74487	2016-05-03T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Apistogramma paucisquamis Kullander & Staeck, 1988	BR	Igarapé Açu, tributário do rio Negro, Parque Nacional de Anavilhanas	-2.82201	-60.87086	2016-05-04T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Cichla temensis Humboldt, 1821	BR	Praia na margem direita do rio Negro, Parque Nacional de Anavilhanas	-2.77925	-60.78255	2016-05-04T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Iguanodectes geisleri Géry, 1970	BR	Igarapé Açu, tributário do rio Negro, Parque Nacional de Anavilhanas	-2.82201	-60.87086	2016-05-04T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
GENUS	Metynnis Cope, 1878	BR	Rio Negro no Lago do Prato, Parque Nacional de Anavilhanas	-2.71736	-60.74487	2016-05-03T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Cichla temensis Humboldt, 1821	BR	Rio Negro no Lago do Prato, Parque Nacional de Anavilhanas	-2.71736	-60.74487	2016-05-03T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Copella nattereri (Steindachner, 1876)	BR	Igapó no rio Negro, na entrada do lago do Prato, Parque Nacional de Anavilhanas	-2.71791	-60.74293	2016-05-03T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Moenkhausia lepidura (Kner, 1858)	BR	Rio Negro no Lago do Prato, Parque Nacional de Anavilhanas	-2.71736	-60.74487	2016-06-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Viana, P.F.
SPECIES	Triportheus albus Cope, 1872	BR	Rio Negro no Lago do Prato, Parque Nacional de Anavilhanas	-2.71736	-60.74487	2016-06-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Viana, P.F.
SPECIES	Auchenipterichthys longimanus (Günther, 1864)	BR	Rio Negro no Lago do Prato, Parque Nacional de Anavilhanas	-2.71736	-60.74487	2016-06-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Viana, P.F.
SPECIES	Bryconops alburnoides Kner, 1858	BR	Rio Negro no Lago do Prato, Parque Nacional de Anavilhanas	-2.71736	-60.74487	2016-06-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Viana, P.F.
SPECIES	Heros efasciatus Heckel, 1840	BR	Rio Negro no Lago do Prato, Parque Nacional de Anavilhanas	-2.71736	-60.74487	2016-05-03T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Serrasalmus gibbus Castelnau, 1855	BR	Rio Negro no Lago do Prato, Parque Nacional de Anavilhanas	-2.71736	-60.74487	2016-05-03T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Rineloricaria phoxocephala (Eigenmann & Eigenmann, 1889)	BR	Rio Negro no Lago do Prato, Parque Nacional de Anavilhanas	-2.71736	-60.74487	2016-06-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Viana, P.F.
SPECIES	Hypselecara coryphaenoides (Heckel, 1840)	BR	Rio Negro no Lago do Prato, Parque Nacional de Anavilhanas	-2.71736	-60.74487	2016-05-03T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
GENUS	Hypancistrus Isbrücker & Nijssen, 1991	BR	Rio Negro no Lago do Prato, Parque Nacional de Anavilhanas	-2.71736	-60.74487	2016-05-03T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Agoniates halecinus Müller & Troschel, 1845	BR	Rio Negro no Lago do Prato, Parque Nacional de Anavilhanas	-2.71736	-60.74487	2016-06-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Viana, P.F.
SPECIES	Metynnis hypsauchen (Müller & Troschel, 1844)	BR	Rio Negro no Lago do Prato, Parque Nacional de Anavilhanas	-2.71736	-60.74487	2016-05-03T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Hoplias malabaricus (Bloch, 1794)	BR	Igapó no rio Negro, na entrada do lago do Prato, Parque Nacional de Anavilhanas	-2.71791	-60.74293	2016-05-03T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Mesonauta insignis (Heckel, 1840)	BR	Rio Negro no Lago do Prato, Parque Nacional de Anavilhanas	-2.71736	-60.74487	2016-05-03T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Hemigrammus analis Durbin, 1909	BR	Igapó no rio Negro, na entrada do lago do Prato, Parque Nacional de Anavilhanas	-2.71791	-60.74293	2016-05-03T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Hemigrammus coeruleus Durbin, 1908	BR	Igapó no rio Negro, na entrada do lago do Prato, Parque Nacional de Anavilhanas	-2.71791	-60.74293	2016-05-03T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Ancistrus dolichopterus Kner, 1854	BR	Rio Negro no Lago do Prato, Parque Nacional de Anavilhanas	-2.71736	-60.74487	2016-05-03T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Pseudanos varii Birindelli, Lima & Britski, 2012	BR	Rio Negro no Lago do Prato, Parque Nacional de Anavilhanas	-2.71736	-60.74487	2016-06-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Viana, P.F.
SPECIES	Dekeyseria scaphirhyncha (Kner, 1854)	BR	Rio Negro no Lago do Prato, Parque Nacional de Anavilhanas	-2.71736	-60.74487	2016-06-09T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Viana, P.F.
GENUS	Tympanopleura Eigenmann, 1912	BR	Rio Negro no Lago do Prato, Parque Nacional de Anavilhanas	-2.71736	-60.74487	2016-05-03T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Hoplias malabaricus (Bloch, 1794)	BR	Igarapé Açu, tributário do rio Negro, Parque Nacional de Anavilhanas	-2.82201	-60.87086	2016-05-04T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Hemigrammus analis Durbin, 1909	BR	Rio Negro no Lago do Prato, Parque Nacional de Anavilhanas	-2.71736	-60.74487	2016-05-03T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
SPECIES	Moenkhausia collettii (Steindachner, 1882)	BR	Igapó no rio Negro, na entrada do lago do Prato, Parque Nacional de Anavilhanas	-2.71791	-60.74293	2016-05-03T02:00Z	PRESERVED_SPECIMEN	Instituto Nacional de Pesquisas da Amazônia (INPA)	Coleção de Vertebrados, Instituto Nacional de Pesquisas da Amazônia (INPA)	Birindelli, J.; Jerep, F.; Charvert, P.; Bastos, D.; Ota, R.; Hashimoto, S.
