decimalLatitude	decimalLongitude	eventDate	institutionCode	locality	recordedBy	scientificName	stateProvince
-3.0819444	-59.9630556	2010-03-31	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus Universitário da Ufam, Igarapé do lago do Distrito	Penhalosa-Duarte, N.; Pereira, A.; Mesquita, A.; Mendes, D.; Catarino, M.	Astyanax bimaculatus	Amazonas
-3.1416667	-60.0244444	1979-11-22	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, lago Acurau		Aequidens	Amazonas
-3.0926611	-59.9897167	1977-09-19	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.095278	-60.03	1974-03-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Manaus, Lago Tupé, no rio Negro, pouco acima do Tarumãzinho.	Mike Hopkins	Oryza perennis Moench	Amazonas
-3.0926611	-59.9897167	1979-10-05	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.0926611	-59.9897167	1978-02-16	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.1452778	-60.0230556	1990-10-31	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro		Goslinia platynema	Amazonas
-3.1452778	-60.0230556	1977-11-14	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, Manaus		Ancistrus	Amazonas
-3.1452778	-60.0230556	1980-05-01	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, próximo a Manaus		Laemolyta taeniata	Amazonas
-3.1452778	-60.0230556	1990-11-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro		Sternarchella orthos	Amazonas
-3.116667	-60.02	1962-09-18	Instituto Nacional de Pesquisas da Amazônia (INPA)	Igarapé do Buião. Terra firme, solo arenosos, capo, Igarapé do Buião. Terra firme, solo arenosos, capoeira.	Mike Hopkins	Clusia nemorosa G.Mey.	Amazonas
-3.116667	-60.02	1961-09-12	Instituto Nacional de Pesquisas da Amazônia (INPA)	Igarapé do Passarinho. Terra firme, solo arenoso.	Mike Hopkins	Clusia renggerioides Planch. & Triana	Amazonas
-3.1416667	-60.0244444	1979-07-31	Instituto Nacional de Pesquisas da Amazônia (INPA)	Baixo rio Negro.	, Mauro	Laemolyta proxima	Amazonas
-3.1452778	-60.0230556	1995-08-02	Instituto Nacional de Pesquisas da Amazônia (INPA)	Praia Grande	Cox Fernandes, C.; Lowe-McConnell, R.	Adontosternarchus sachsi	Amazonas
-3.1383528	-60.0240222	1978-04-26	Instituto Nacional de Pesquisas da Amazônia (INPA)	Manaus	Waage, J.	Amblyomma geayi	Amazonas
-3.083333	-59.98	1994-08-09	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus do INPA., Campus do INPA.	Mike Hopkins	Tabernaemontana coriacea (Link ex Roem. & Schult.) Markgr.	Amazonas
-3.077944	-60.04	2011-09-23	Instituto Nacional de Pesquisas da Amazônia (INPA)	Bairro Dom Pedro I	Mike Hopkins	Mangifera indica Wall.	Amazonas
-3.0960556	-59.9894056	2014-08-20	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-Campus II	Mahlmann, Thiago	Phanuropsis semiflaviventris	Amazonas
-3.0952	-59.97	1978-10-14	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus Universitário, Universidade Federal do Amazonas	Rafael,  José	Toxomerus	Amazonas
-3.0926611	-59.9897167	1978-02-15	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.0926611	-59.9897167	1977-09-13	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1978-08-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.116667	-60.02	1971-10-25	Instituto Nacional de Pesquisas da Amazônia (INPA)	Parque 10, in secondary forest; along-side of new road.	Mike Hopkins	Clusia leprantha Mart.	Amazonas
-3.1416667	-60.0244444	1983-06-16	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, lago Caju	Magalhães, C.	Rineloricaria	Amazonas
-3.1452778	-60.0230556	1990-11-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro	Lundberg, J.G.; Chao, L.N.	Sternarchella terminalis	Amazonas
-3.1452778	-60.0230556	1990-11-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Próximo à Manaus	Lundberg, J.G.; Chao, L.N.	Adontosternarchus sachsi	Amazonas
-3.1416667	-60.0244444	1980-03-25	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, lago Acurau	, Equipe de Ictiologia do INPA	Hypselecara coryphaenoides	Amazonas
-3.1452778	-60.0230556	1992-12-12	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão	Chao, L.N.	Pimelodina flavipinnis	Amazonas
-3.1452778	-60.0230556	1992-09-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, rio Negro	Chao, L.N.	Hypophthalmus marginatus	Amazonas
-3.1452778	-60.0230556	1990-11-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra	, Equipe de Ictiologia do INPA	Gymnorhamphichthys hypostomus	Amazonas
-3.0926611	-59.9897167	1978-04-15	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.0926611	-59.9897167	1978-02-16	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.1452778	-60.0230556	1990-11-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro	Lundberg, J.G.; Chao, L.N.	Rhamphichthys rostratus	Amazonas
-3.1452778	-60.0230556	1990-11-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro	Lundberg, J.G.; Chao, L.N.	Sternarchorhamphus muelleri	Amazonas
-3.1452778	-60.0230556	1990-11-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, próximo a Manaus	Lundberg, J.G.; Chao, L.N.	Trachydoras	Amazonas
-3.1416667	-60.0244444	1980-01-29	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, lago Acurau	, Equipe de Ictiologia do INPA	Biotoecus opercularis	Amazonas
-3.1383528	-60.0240222	1978-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Manaus	Waage, J.	Amblyomma	Amazonas
-3.0960556	-59.9894056	2015-06-23	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-Campus II	Mahlmann, Thiago	Phanuropsis semiflaviventris	Amazonas
-3.0926611	-59.9897167	1978-04-26	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Waage, J.	Amblyomma	Amazonas
-3.102614	-59.99	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Petrópolis, Rua Édson Melo	Mike Hopkins	Euphorbia hirta L.	Amazonas
-3.096771	-59.99	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Morada do Sol, Av. André Araújo	Mike Hopkins	Apocynaceae	Amazonas
-3.0960556	-59.9894056	2014-08-19	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-Campus II	Mahlmann, Thiago	Phanuropsis laniger	Amazonas
-3.0960556	-59.9894056	2014-08-20	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-Campus II	Mahlmann, Thiago	Phanuropsis semiflaviventris	Amazonas
-3.0926611	-59.9897167	1981-03-13	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus		Tyrannochthonius minor	Amazonas
-3.0926611	-59.9897167	1977-12-16	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.0926611	-59.9897167	1977-03-04	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.098917	-59.99	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Petrópolis, Rua Bem Te Vi. Estacionamento em frente ao Bosque de Ciência.	Mike Hopkins	Digitaria	Amazonas
-3.094778	-59.99	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Morada do Sol, Rua Bem te Vi	Mike Hopkins	Lauraceae	Amazonas
-3.0960556	-59.9894056	2014-08-20	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-Campus II	Mahlmann, Thiago	Phanuropsis semiflaviventris	Amazonas
-3.0926611	-59.9897167	1983-05-03	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Barbosa, U.	Amblyomma disYesile	Amazonas
-3.0926611	-59.9897167	1977-01-08	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.0926611	-59.9897167	1979-05-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.0926611	-59.9897167	1978-05-15	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.0926611	-59.9897167	1978-07-18	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1978-07-12	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1978-03-26	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1978-09-18	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1978-09-04	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1978-03-09	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1978-07-18	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1978-09-18	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1978-05-15	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1978-06-19	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1978-01-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.0926611	-59.9897167	1978-02-12	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.0926611	-59.9897167	1977-10-26	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.0926611	-59.9897167	1978-01-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.0926611	-59.9897167	1977-12-16	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.0926611	-59.9897167	1978-10-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.0926611	-59.9897167	1979-07-09	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Magnusson, W.E.	Amblyomma disYesile	Amazonas
-3.0926611	-59.9897167	1978-12-05	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Py-Daniel, V.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1978-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0901889	-59.9942333	1983-08-31	Instituto Nacional de Pesquisas da Amazônia (INPA)	Estação de Aqüicultura do INPA	Magalhães, C.	Palaemon ivonicus	Amazonas
-3.0901889	-59.9942333	1985-07-25	Instituto Nacional de Pesquisas da Amazônia (INPA)	Estação de piscicultura do INPA, Av. Ephigênio Sales, Manaus		Euryrhynchus wrzesniowskii	Amazonas
-3.0901889	-59.9942333	1985-06-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Estação de piscicultura do INPA, Av. Ephigênio Sales, Manaus	Magalhães, C.	Euryrhynchus amazoniensis	Amazonas
-3.0952	-59.97	1978-12-23	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus Universitário, Universidade Federal do Amazonas	Rafael,  José	Stipomorpha	Amazonas
-3.0952	-59.97	1979-01-17	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus Universitário, Universidade Federal do Amazonas	Rafael,  José	Stipomorpha	Amazonas
-3.1452778	-60.0230556	1977-11-14	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, acima de Manaus		Crenicichla regani	Amazonas
-3.1416667	-60.0244444	1978-10-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Am, 10. Km (2 km para dentro do igarapé próximo a estrada da Psicultura.		Copella eigenmannia	Amazonas
-3.1416667	-60.0244444	1979-07-31	Instituto Nacional de Pesquisas da Amazônia (INPA)	Baixo rio Negro.		Anostomoides laticeps	Amazonas
-3.1452778	-60.0230556	1995-08-02	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, Praia Grande		Apteronotus	Amazonas
-3.1452778	-60.0230556	1990-11-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro	Lundberg, J.G.; Chao, L.N.	Sternarchogiton nattereri	Amazonas
-3.1452778	-60.0230556	1990-10-31	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro	Lundberg, J.G.; Chao, L.N.	Distocyclus conirostris	Amazonas
-3.1416667	-60.0244444	1985-08-02	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro	Cox Fernandes, C.; Lowe-McConnell, R.	Compsaraia compsus	Amazonas
-3.1452778	-60.0230556	1992-12-12	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão	Chao, L.N.	Rhabdolichops nigrimans	Amazonas
-3.1452778	-60.0230556	1990-11-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra	, Equipe de Ictiologia do INPA	Sternarchella orthos	Amazonas
-3.1383528	-60.0240222	1978-12-05	Instituto Nacional de Pesquisas da Amazônia (INPA)	Manaus	Py-Daniel, V.	Amblyomma geayi	Amazonas
-3.1383528	-60.0240222	1980-09-20	Instituto Nacional de Pesquisas da Amazônia (INPA)	Manaus	Naif	Amblyomma geayi	Amazonas
-3.1385278	-60.0240222	1982-07-31	Instituto Nacional de Pesquisas da Amazônia (INPA)	Manaus	Thatcher, V.E.	Acusicola tucunarense	Amazonas
-3.1385278	-60.0240222	1982-07-31	Instituto Nacional de Pesquisas da Amazônia (INPA)	Manaus	Thatcher, V.E.	Acusicola tucunarense	Amazonas
-3.1416667	-60.0244444	1979-11-22	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, lago Acurau		Acaronia nassa	Amazonas
-3.1416667	-60.0244444	1980-01-29	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, lago Acurau		Satanoperca acuticeps	Amazonas
-3.1452778	-60.0230556	1992-12-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão		Sternarchorhamphus muelleri	Amazonas
-3.133333	-60.02	1991-07-29	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, opposite Manaus.	Mike Hopkins	Odontadenia	Amazonas
-3.1452778	-60.0230556	1983-01-07	Instituto Nacional de Pesquisas da Amazônia (INPA)	Foz do Rio Negro, encontro das águas	Lima, C.A.	Eigenmannia melanopogon	Amazonas
-3.1452778	-60.0230556	1984-01-02	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, Praia Grande	, Equipe de Ictiologia do INPA	Brycon cephalus	Amazonas
-3.1416667	-60.0244444	1980-02-26	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, lago do Acurau	, Equipe de Ictiologia do INPA	Crenicichla cincta	Amazonas
-3.1452778	-60.0230556	1990-11-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro	Lundberg, J.G.; Chao, L.N.	Sternarchella orthos	Amazonas
-3.1452778	-60.0230556	1990-11-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, próximo a Manaus	Lundberg, J.G.; Chao, L.N.	Eigenmannia macrops	Amazonas
-3.1452778	-60.0230556	1995-08-02	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, Praia Grande	Cox Fernandes, C.	Rhabdolichops eastwardi	Amazonas
-3.1383528	-60.0240222	1977-12-16	Instituto Nacional de Pesquisas da Amazônia (INPA)	Manaus	Best, R.C.	Amblyomma	Amazonas
-3.1383528	-60.0240222	1979-03	Instituto Nacional de Pesquisas da Amazônia (INPA)	Manaus		Amblyomma geayi	Amazonas
-3.1385278	-60.0240222	1980-02-19	Instituto Nacional de Pesquisas da Amazônia (INPA)	Manaus	Thatcher, V.E.	Ergasilus jaraquensis	Amazonas
-3.1385278	-60.0240222	1982-10-31	Instituto Nacional de Pesquisas da Amazônia (INPA)	Manaus	Thatcher, V.E.; Boeger, W.	Brasergasilus jaraquensis	Amazonas
-3.0760278	-59.9681944	2003-10-17	Instituto Nacional de Pesquisas da Amazônia (INPA)	Conjunto Petro	Pimentel de Lima, A.	Leptodactylus andreae	Amazonas
-3.0760278	-59.9681944	2003-10-17	Instituto Nacional de Pesquisas da Amazônia (INPA)	Conjunto Petro	Pimentel de Lima, A.	Leptodactylus hylaedactylus	Amazonas
-3.0952	-59.97	1979-06-23	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus Universitário, Universidade Federal do Amazonas	Rafael,  José	Microdon	Amazonas
-3.0952	-59.97	1979-03-03	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus Universitário, Universidade Federal do Amazonas	Rafael,  José	Copestylum	Amazonas
-3.083333	-59.98	1982-07-23	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus do INPA., Campus do INPA, próximo a Casa do Diretor. Capoeira alterada, solo argiloso.	Mike Hopkins	Tabernaemontana coriacea (Link ex Roem. & Schult.) Markgr.	Amazonas
-3.083333	-59.98	1993-12-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus do INPA., Manaus, Campus do INPA. Solo argiloso.	Mike Hopkins	Aparisthmium cordatum (A.Juss.) Baill.	Amazonas
-3.135167	-59.98	2012-02-02	Instituto Nacional de Pesquisas da Amazônia (INPA)	Distrito Industrial	Mike Hopkins	Rinorea guianensis Aubl.	Amazonas
-3.098917	-59.99	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Petrópolis, Rua Bem Te Vi. Estacionamento em frente ao Bosque da Ciência.	Mike Hopkins	Peperomia	Amazonas
-3.098667	-59.99	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Petrópolis, Rua Rouxinol.	Mike Hopkins	Cyperaceae	Amazonas
-3.10165	-59.99	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Petrópolis, Rua Paraguaçú.	Mike Hopkins	Euphorbia hirta L.	Amazonas
-3.102614	-59.99	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Petrópolis, Rua Edson Melo.	Mike Hopkins	Asteraceae	Amazonas
-3.0960556	-59.9894056	2014-08-20	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-Campus II	Mahlmann, Thiago	Phanuropsis semiflaviventris	Amazonas
-3.1066667	-59.9719444	2011-02-10	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus Universitário da Ufam, Igarapé P08	Penhalosa-Duarte, N.; Pereira, A.; Mesquita, A.; Mendes, D.; Catarino, M.	Callichthys callichthys	Amazonas
-3.083333	-59.98	1982-07-23	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus do INPA., Campus do INPA, próximo a Casa do Diretor. Capoeira alterada de terra firme.  Solo argiloso.	Mike Hopkins	Bocageopsis multiflora (Mart.) R.E.Fr.	Amazonas
-3.100278	-59.99	2009-01-20	Instituto Nacional de Pesquisas da Amazônia (INPA)	Pastagem de várzea (Lago do Camaçari)	Mike Hopkins	Desmodium barbatum (L.) Benth.	Amazonas
-3.1066667	-59.9719444	2011-02-10	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus Universitário da Ufam, Igarapé P08	Penhalosa-Duarte, N.; Pereira, A.; Mesquita, A.; Mendes, D.; Catarino, M.	Corydoras aeneus	Amazonas
-3.1066667	-59.9719444	2012-04-03	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus Universitário da Ufam, Igarapé P08	Penhalosa-Duarte, N.; Pereira, A.; Mesquita, A.; Mendes, D.; Catarino, M.	Erythrinus erythrinus	Amazonas
-3.1452778	-60.0230556	1977-11-14	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, Manaus	Lamarque, P.	Hemigrammus analis	Amazonas
-3.1452778	-60.0230556	1990-11-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro		Sternarchorhynchus oxyrhynchus	Amazonas
-3.1416667	-60.0244444	1980-03-25	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, lago Acurau		Hypselecara coryphaenoides	Amazonas
-3.1452778	-60.0230556	1992-09-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, rio Negro		Nemadoras trimaculatus	Amazonas
-3.116667	-60.02	1956-02-29	Instituto Nacional de Pesquisas da Amazônia (INPA)	Parque 10. Terra firme, arenosa, capoeira fechada.	Mike Hopkins	Clusia insignis Mart.	Amazonas
-3.098667	-59.99	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Petrópolis, Rua Rouxinol.	Mike Hopkins	Cenchrus purpureus (Schumach.) Morrone	Amazonas
-3.090194	-60.01	2011-09-22	Instituto Nacional de Pesquisas da Amazônia (INPA)	Passeio do Mindu	Mike Hopkins	Ceiba pentandra (L.) Gaertn.	Amazonas
-3.1452778	-60.0230556	1990-11-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro		Rhamphichthys	Amazonas
-3.116667	-60.02	1967-03-14	Instituto Nacional de Pesquisas da Amazônia (INPA)	Tarumã, Tarumã road, 18 km. north of Manaus. Capoeira.	Mike Hopkins	Clusia renggerioides Planch. & Triana	Amazonas
-3.0952	-59.97	1978-10-21	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus Universitário, Universidade Federal do Amazonas	Rafael,  José	Stipomorpha	Amazonas
-3.0926611	-59.9897167	1978-05-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Macrocheles inpae	Amazonas
-3.0952	-59.97	1979-03-03	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus Universitário, Universidade Federal do Amazonas	Rafael,  José	Microdon	Amazonas
-3.0952	-59.97	1979-05-05	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus Universitário, Universidade Federal do Amazonas	Rafael,  José	Microdon	Amazonas
-3.0926611	-59.9897167	1979-05-10	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.1452778	-60.0230556	1990-11-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro	Lundberg, J.G.; Chao, L.N.	Sternarchorhynchus oxyrhynchus	Amazonas
-3.0827778	-60.0038889	2006-07-17	Instituto Nacional de Pesquisas da Amazônia (INPA)	igarapé afluente da margem esquerda do igarapé do Mindu		Hoplosternum littorale	Amazonas
-3.1416667	-60.0244444	1979-10-18	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, lago do Acurau		Crenicichla regani	Amazonas
-3.1416667	-60.0244444	1980-06-23	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, lago do Acurau		Crenicichla notophthalmus	Amazonas
-3.1416667	-60.0244444	1980-01-29	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, lago Acurau		Biotodoma opercularis	Amazonas
-3.1452778	-60.0230556	1992-12-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão		Sternarchogiton preto	Amazonas
-3.1452778	-60.0230556	1992-09-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, rio Negro		Steatogenys elegans	Amazonas
-3.1452778	-60.0230556	1990-11-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra		Gymnorhamphichthys hypostomus	Amazonas
-3.1452778	-60.0230556	1983-01-07	Instituto Nacional de Pesquisas da Amazônia (INPA)	Foz do Rio Negro, encontro das águas		Eigenmannia melanopogon	Amazonas
-3.1452778	-60.0230556	1990-11-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro		Steatogenys elegans	Amazonas
-3.1452778	-60.0230556	1990-11-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Próximo à Manaus		Sternarchogiton nattereri	Amazonas
-3.1452778	-60.0230556	1990-10-31	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro		Autanadoras	Amazonas
-3.1416667	-60.0244444	1979-10-18	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, lago Acurau.		Hemiodopsis	Amazonas
-3.1452778	-60.0230556	1992-12-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão		Rhabdolichops nigrimans	Amazonas
-3.1452778	-60.0230556	1992-12-12	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão		Steatogenys elegans	Amazonas
-3.098917	-59.99	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Petrópolis, Rua Bem Te Vi. Estacionamento em frente ao Bosque da Ciência.	Mike Hopkins	Alternanthera	Amazonas
-3.098917	-59.99	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Petrópolis, Rua Bem Te Vi. Estacionamento em frente ao Bosque da Ciência.	Mike Hopkins	Eleusine indica (L.) Gaertn.	Amazonas
-3.098917	-59.99	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Petrópolis, Rua Bem Te Vi. Estacionamento em frente ao Bosque da Ciência.	Mike Hopkins	Asteraceae	Amazonas
-3.0926611	-59.9897167	1978-06-09	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.0926611	-59.9897167	1978-08-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.0926611	-59.9897167	1979-05-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.1416667	-60.0244444	1978-10-31	Instituto Nacional de Pesquisas da Amazônia (INPA)	igarapé na AM-010		Pyrrhulina semifasciata	Amazonas
-3.1416667	-60.0244444	1989-12-03	Instituto Nacional de Pesquisas da Amazônia (INPA)	igarapé da Almofada, afluente do R.Negro		Acestridium discus	Amazonas
-3.1416667	-60.0244444	1979-07-31	Instituto Nacional de Pesquisas da Amazônia (INPA)	Baixo rio Negro.		Laemolyta varia	Amazonas
