decimalLatitude	decimalLongitude	eventDate	institutionCode	locality	recordedBy	scientificName	stateProvince
-3.0926611	-59.9897167	1978-02-12	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1981-03-13	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus-INPA		Albiorix arboricola	Amazonas
-3.116667	-60.02	1954-08-17	Instituto Nacional de Pesquisas da Amazônia (INPA)	BR-17, km 9. Terreno alagadiço.	Mike Hopkins	Clusia insignis Mart.	Amazonas
-3.116667	-60.02	1958-01-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Estrada velha de São Raimundo. Terra firme, arenoso, úmido.	Mike Hopkins	Clusia renggerioides Planch. & Triana	Amazonas
-3.1416667	-60.0244444	1983-03-17	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, igarapé Traira		Ancistrus	Amazonas
-3.1452778	-60.0230556	1982-05-23	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, Praia Grande		Brycon erythropterum	Amazonas
-3.1452778	-60.0230556	1990-11-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro		Pseudageneiosus	Amazonas
-3.1452778	-60.0230556	1990-11-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro		Eigenmannia macrops	Amazonas
-3.1452778	-60.0230556	1990-11-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro		Rhamphichthys rostratus	Amazonas
-3.1452778	-60.0230556	1990-11-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro		Pimelodus altissimus	Amazonas
-3.1452778	-60.0230556	1990-10-31	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro		Rhabdolichops eastwardi	Amazonas
-3.1452778	-60.0230556	1990-11-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, próximo a Manaus		Pyxiloricaria	Amazonas
-3.1452778	-60.0230556	1977-11-14	Instituto Nacional de Pesquisas da Amazônia (INPA)	Manaus		Crenicichla	Amazonas
-3.1452778	-60.0230556	1995-08-02	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, Praia Grande		Rhabdolichops electrogrammus	Amazonas
-3.1452778	-60.0230556	1992-09-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, rio Negro		Ageneiosus	Amazonas
-3.1452778	-60.0230556	1992-11-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão		Sternarchella orthos	Amazonas
-3.1452778	-60.0230556	1992-12-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão		Steatogenys elegans	Amazonas
-3.1452778	-60.0230556	1992-12-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão		Steatogenys elegans	Amazonas
-3.1452778	-60.0230556	1992-12-12	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão		Steatogenys elegans	Amazonas
-3.1452778	-60.0230556	1992-12-12	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão		Hypophthalmus marginatus	Amazonas
-3.1452778	-60.0230556	1992-12-12	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão		Sternarchella orthos	Amazonas
-3.1452778	-60.0230556	1995-08-02	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, Praia Grande		Rhabdolichops eastwardi	Amazonas
-3.1452778	-60.0230556	1995-08-02	Instituto Nacional de Pesquisas da Amazônia (INPA)	Praia Grande		Sternarchorhamphus muelleri	Amazonas
-3.1452778	-60.0230556	1995-08-02	Instituto Nacional de Pesquisas da Amazônia (INPA)	Praia Grande		Sternarchogiton	Amazonas
-3.1452778	-60.0230556	1990-12	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, próximo a Manaus		Rhabdolichops troscheli	Amazonas
-3.1416667	-60.0244444	1978-10-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Am, 10. Km 21 (2 km para dentro do igarapé próximo a estrada da Psicultura.		Corydoras pulcher	Amazonas
-3.1416667	-60.0244444	1981-10-14	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, igarapé Maraja, Praia	Borges, G.	Brycon erythropterum	Amazonas
-3.1452778	-60.0230556	1983-02-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro	, Aquarista de Manaus	Dekeyseria amazonica	Amazonas
-3.1452778	-60.0230556	1993-03-17	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, ilha do Camaleão, em frente ao hotel Tropical. Manaus.	Chao, L.N.	Microphilypnus	Amazonas
-3.1416667	-60.0244444	1978-10-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Am, 10. Km (2 km para dentro do igarapé próximo a estrada da Psicultura.	Lamarque, P.	Copella cf. eigenmanni	Amazonas
-3.1416667	-60.0244444	1977-11-01	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, furo Paracuuba.	Lamarque, P.	Phenacogaster	Amazonas
-3.1452778	-60.0230556	1992-12-12	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão	Chao, L.N.	Rhabdolichops eastwardi	Amazonas
-3.1452778	-60.0230556	1992-12-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão	Chao, L.N.	Adontosternarchus clarkae	Amazonas
-3.1452778	-60.0230556	1992-09-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, rio Negro	Chao, L.N.	Gênero nov., sp. nov. 2	Amazonas
-3.1452778	-60.0230556	1992-09-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, rio Negro	Chao, L.N.	Distocyclus conirostris	Amazonas
-3.1452778	-60.0230556	1995-08-02	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, Praia Grande	Cox Fernandes, C.	Rhabdolichops troscheli	Amazonas
-3.1416667	-60.0244444	1978-10-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Am, 10. Km 21 (2 km para dentro do igarapé próximo a estrada da Psicultura.	Lamarque, P.	Corydoras pulcher	Amazonas
-3.1383528	-60.0240222	1978-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Manaus	Waage, J.	Amblyomma geayi	Amazonas
-3.0827778	-60.0038889	2006-07-17	Instituto Nacional de Pesquisas da Amazônia (INPA)	igarapé afluente da margem esquerda do igarapé do Mindu	dos Anjos, H.D.B.; , et al.	Hoplosternum littorale	Amazonas
-3.0827778	-60.0038889	2006-07-17	Instituto Nacional de Pesquisas da Amazônia (INPA)	igarapé afluente da margem esquerda do igarapé do Mindu	dos Anjos, H.D.B.; , et al.	Rineloricaria	Amazonas
-3.0827778	-60.0038889	2006-07-17	Instituto Nacional de Pesquisas da Amazônia (INPA)	igarapé afluente da margem esquerda do igarapé do Mindu		Rineloricaria	Amazonas
-3.090194	-60.01	2011-09-22	Instituto Nacional de Pesquisas da Amazônia (INPA)	Passeio do Mindu	Mike Hopkins	Clitoria amazonum Mart. ex Benth.	Amazonas
-3.0827778	-60.0038889	2006-07-17	Instituto Nacional de Pesquisas da Amazônia (INPA)	igarapé afluente da margem esquerda do igarapé do Mindu	dos Anjos, H.D.B.; , et al.	Poecilia reticulata	Amazonas
-3.0721722	-60.0157083	1981-02-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	Parque das Laranjeiras	Arias, J.	Amblyomma	Amazonas
-3.096389	-60.01	2012-08-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA - V-8.	Mike Hopkins	Apuleia leiocarpa (Vogel) J.F.Macbr.	Amazonas
-3.1416667	-60.0244444	1977-11-12	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, lago Ulysses	Lamarque, P.	Aequidens sp.	Amazonas
-3.093889	-59.99	2013-04-18	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus I do INPA, atrás do prédio da CPCS.	Mike Hopkins	Enterolobium schomburgkii (Benth.) Benth.	Amazonas
-3.1452778	-60.0230556	1992-12-12	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão		Distocyclus conirostris	Amazonas
-3.116667	-60.02	1961-08-10	Instituto Nacional de Pesquisas da Amazônia (INPA)	Igarapé do Buião. Terra firme, solo arenosos, capo, Igarapé do Buião. Terra firme, solo arenosos, capoeira.	Mike Hopkins	Clusia nemorosa G.Mey.	Amazonas
-3.1452778	-60.0230556	1995-08-02	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, Praia Grande		Rhabdolichops eastwardi	Amazonas
-3.1452778	-60.0230556	1992-12-12	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão	Chao, L.N.	Hypophthalmus fimbriatus	Amazonas
-3.0926611	-59.9897167	1979-03	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.116667	-60.02	1983-06-18	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rua Recife with Rua Salvador, behind residence of Bruce W. Nelson.	Mike Hopkins	Couma utilis (Mart.) Müll.Arg.	Amazonas
-3.1452778	-60.0230556	1990-10-31	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro		Hypophthalmus marginatus	Amazonas
-3.095278	-60.03	1974-04-16	Instituto Nacional de Pesquisas da Amazônia (INPA)	Manaus, Igarapé represado, perto de Manaus.	Mike Hopkins	Fuirena umbellata Rottb.	Amazonas
-3.1416667	-60.0244444	1979-11-22	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, lago Acurau		Hypselecara	Amazonas
-3.1452778	-60.0230556	1990-11-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, próximo a Manaus	Lundberg, J.G.; Chao, L.N.	Plagioscion	Amazonas
-3.1383528	-60.0240222	1978-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Manaus	Waage, J.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1978-03-19	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.1452778	-60.0230556	1992-12-12	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão		Pimelodina flavipinnis	Amazonas
-3.1452778	-60.0230556	1992-12-12	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão		Hypophthalmus fimbriatus	Amazonas
-3.0827778	-60.0038889	2006-07-17	Instituto Nacional de Pesquisas da Amazônia (INPA)	igarapé afluente da margem esquerda do igarapé do Mindu		Cichlasoma amazonarum	Amazonas
-3.096111	-59.99	2009-10-27	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA, Bosque. Capoeira.	Mike Hopkins	Justicia acuminatissima (Miq.) Bremek.	Amazonas
-3.096634	-59.99	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Morada do Sol, Av. André Araújo	Mike Hopkins	Rubiaceae	Amazonas
-3.0926611	-59.9897167	1978-01-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.0926611	-59.9897167	1977-09-10	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.095278	-60.03	1974-03-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Manaus, Lago Tupé, no rio Negro, pouco acima do Tarumãzinho.	Mike Hopkins	Utricularia foliosa L.	Amazonas
-3.095278	-60.03	1974-04-16	Instituto Nacional de Pesquisas da Amazônia (INPA)	Manaus, Igarapé represado, em frente de Manaus.	Mike Hopkins	Oxycaryum cubense (Poepp. & Kunth) Palla	Amazonas
-3.098917	-59.99	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Petrópolis, Rua Bem Te Vi. Estacionamento em frente ao Bosque da Ciência.	Mike Hopkins	Scrophulariaceae	Amazonas
-3.102614	-59.99	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Petrópolis, Rua Paraguaçu, próximo ao Canaã	Mike Hopkins	Oxalidaceae	Amazonas
-3.1452778	-60.0230556	1990-11-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, próximo a Manaus		Furcodontichthys novaesi	Amazonas
-3.1452778	-60.0230556	1992-12-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão		Rhabdolichops lundbergi	Amazonas
-3.1452778	-60.0230556	1995-08-02	Instituto Nacional de Pesquisas da Amazônia (INPA)	Praia Grande		Adontosternarchus clarkae	Amazonas
-3.1452778	-60.0230556	1990-12	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, próximo a Manaus		Adontosternarchus	Amazonas
-3.1416667	-60.0244444	1979-10-18	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, lago Acurau.	Soares, M.G.	Hemiodopsis	Amazonas
-3.1416667	-60.0244444	1977-11-01	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, furo Paracuuba.	Lamarque, P.	Leporinus agassizii	Amazonas
-3.1452778	-60.0230556	1995-08-02	Instituto Nacional de Pesquisas da Amazônia (INPA)	Praia Grande	Cox Fernandes, C.; Lowe-McConnell, R.	Sternarchorhamphus muelleri	Amazonas
-3.1383528	-60.0240222	1976-03-27	Instituto Nacional de Pesquisas da Amazônia (INPA)	Manaus	Best, R.C.	Amblyomma geayi	Amazonas
-3.134567	-59.98	2006-04-03	Instituto Nacional de Pesquisas da Amazônia (INPA)	Área das Trilhas Botânicas da Cachoeira da Onça. Indivíduo 594 do levantamento. Floresta de terra firme, solo argiloso.	Mike Hopkins	Genipa americana L.	Amazonas
-3.0960556	-59.9894056	2014-08-20	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-Campus II	Mahlmann, Thiago	Phanuropsis semiflaviventris	Amazonas
-3.0925	-59.9894444	1978-03-29	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus-INPA		Pachyolpium  irmgardae	Amazonas
-3.1452778	-60.0230556	1977-11-14	Instituto Nacional de Pesquisas da Amazônia (INPA)	Manaus	Lamarque, P.	Crenicichla	Amazonas
-3.1452778	-60.0230556	1992-12-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão	Chao, L.N.	Steatogenys elegans	Amazonas
-3.1383528	-60.0240222	1977-12-16	Instituto Nacional de Pesquisas da Amazônia (INPA)	Manaus	Best, R.C.	Amblyomma	Amazonas
-3.0926611	-59.9897167	1978-03-12	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1979-03-12	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.133333	-60.02	1985-04-03	Instituto Nacional de Pesquisas da Amazônia (INPA)	Vivienda Verde. Igapo.	Mike Hopkins	Syagrus inajai (Spruce) Becc.	Amazonas
-3.116667	-60.02	1962-04-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Estrada do Passarinho., Estrada do Passarinho. Terra firme, arenosa, capoeira.	Mike Hopkins	Clusia panapanari (Aubl.) Choisy	Amazonas
-3.098667	-59.99	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Petrópolis, Rua Rouxinol.	Mike Hopkins	Eragrostis	Amazonas
-3.102614	-59.99	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Petrópolis, Rua Paraguaçú.	Mike Hopkins	Spigelia anthelmia L.	Amazonas
-3.0960556	-59.9894056	2014-07-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-Campus II	Mahlmann, Thiago	Phanuropsis semiflaviventris	Amazonas
-3.0972222	-59.9872222	2012-10-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Lago Catalao		Gymnotus carapo	Amazonas
-3.0926611	-59.9897167	1978-07-17	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.0926611	-59.9897167	1979-05-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1978-04-12	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.1452778	-60.0230556	1983-03-01	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro		Dekeyseria scaphirhyncha	Amazonas
-3.1452778	-60.0230556	1986-03-20	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, Praia Grande		Hydrolycus armatus	Amazonas
-3.1416667	-60.0244444	1980-01-29	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, lago Acurau		Acarichthys heckelii	Amazonas
-3.1416667	-60.0244444	1993-02-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, proximidades de Manaus		Hypopomus brevirostris	Amazonas
-3.1452778	-60.0230556	1977-11-14	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, Manaus		Rineloricaria formosa	Amazonas
-3.1452778	-60.0230556	1993-03-17	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, ilha do Camaleão, em frente ao hotel Tropical. Manaus.		Microphilypnus	Amazonas
-3.1452778	-60.0230556	1995-08-02	Instituto Nacional de Pesquisas da Amazônia (INPA)	Praia Grande		Hypophthalmus fimbriatus	Amazonas
-3.1452778	-60.0230556	1995-08-02	Instituto Nacional de Pesquisas da Amazônia (INPA)	Praia Grande		Rhabdolichops troscheli	Amazonas
-3.1452778	-60.0230556	1992-12-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão		Sternarchella orthos	Amazonas
-3.1452778	-60.0230556	1992-12-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão		Distocyclus conirostris	Amazonas
-3.1452778	-60.0230556	1992-12-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão		Rhabdolichops nigrimans	Amazonas
-3.1416667	-60.0244444	1978-02-02	Instituto Nacional de Pesquisas da Amazônia (INPA)	Lago Janauari, entrada para o lago		Dekeyseria amazonica	Amazonas
-3.1452778	-60.0230556	1977-11-14	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, Manaus		Hemigrammus analis	Amazonas
-3.116667	-60.02	1976-12-07	Instituto Nacional de Pesquisas da Amazônia (INPA)	Estrada Manaus-Manacapuru, ramal chamado estrada da terra preta, km 2, a 5 km de Cacau Pirêra. Campina arenosa.	Mike Hopkins	Clusia nemorosa G.Mey.	Amazonas
-3.1416667	-60.0244444	1978-10-31	Instituto Nacional de Pesquisas da Amazônia (INPA)	igarapé na AM-010	Lamarque, P.; , et al.	Pyrrhulina laeta	Amazonas
-3.1452778	-60.0230556	1986-03-20	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, Praia Grande	Val, V.	Hydrolycus armatus	Amazonas
-3.1383528	-60.0240222	1978-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Manaus	Waage, J.	Amblyomma	Amazonas
-3.1383528	-60.0240222	1978-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Manaus	Waage, J.	Amblyomma	Amazonas
-3.1452778	-60.0230556	1987-01-01	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, Praia Grande		Arapaima gigas	Amazonas
-3.1452778	-60.0230556	1990-11-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro		Rhabdolichops lundbergi	Amazonas
-3.1452778	-60.0230556	1990-11-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Próximo à Manaus		Adontosternarchus sachsi	Amazonas
-3.1452778	-60.0230556	1990-11-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro		Pimelodus altissimus	Amazonas
-3.1452778	-60.0230556	1990-10-31	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro		Distocyclus conirostris	Amazonas
-3.1452778	-60.0230556	1990-11-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	Próximo à Manaus		Pimelodus	Amazonas
-3.1452778	-60.0230556	1979-12-31	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro		Cynodon	Amazonas
-3.1416667	-60.0244444	1979-11-22	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, lago Acurau		Mesonauta insignis	Amazonas
-3.1416667	-60.0244444	1977-11-01	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, furo Paracuuba.		Phenacogaster	Amazonas
-3.1416667	-60.0244444	1977-11-01	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, furo Paracuuba.		Leporinus friderici	Amazonas
-3.1452778	-60.0230556	1992-06-10	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, em frente à Manaus		Trachydoras microstomus	Amazonas
-3.1452778	-60.0230556	1995-08-02	Instituto Nacional de Pesquisas da Amazônia (INPA)	Praia Grande		Sternarchorhynchus oxyrhynchus	Amazonas
-3.102614	-59.99	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Petrópolis, Rua Édson Melo	Mike Hopkins	Cleome	Amazonas
-3.095607	-59.99	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Morada do Sol, Rua E/G	Mike Hopkins	Ruellia	Amazonas
-3.098917	-59.99	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Petrópolis, Rua Bem Te Vi. Estacionamento em frente ao Bosque da Ciência.	Mike Hopkins	Digitaria	Amazonas
-3.102614	-59.99	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Petrópolis, Rua Édson Melo	Mike Hopkins	Eragrostis	Amazonas
-3.096023	-59.99	2014-04-24	Instituto Nacional de Pesquisas da Amazônia (INPA)	Morada do Sol, Rua C/E	Mike Hopkins	Apocynaceae	Amazonas
-3.1452778	-60.0230556	1977-11-14	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, Manaus	Lamarque, P.	Ancistrus	Amazonas
-3.1416667	-60.0244444	1989-06-08	Instituto Nacional de Pesquisas da Amazônia (INPA)	Igarapé do Beco Ajuricaba, Manaus	Oliveira, E.; Robert, P.	Hoplosternum littorale	Amazonas
-3.1452778	-60.0230556	1990-11-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, próximo a Manaus	Lundberg, J.G.; Chao, L.N.	Pseudepapterus	Amazonas
-3.1416667	-60.0244444	1978-10-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Am, 10. Km 21 (2 km para dentro do igarapé próximo a estrada da Psicultura.	Lamarque, P.	Copella nattereri	Amazonas
-3.0926611	-59.9897167	1978-07-17	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma	Amazonas
-3.0926611	-59.9897167	1977-07-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0926611	-59.9897167	1978-09-18	Instituto Nacional de Pesquisas da Amazônia (INPA)	INPA-campus	Best, R.C.	Amblyomma geayi	Amazonas
-3.0901889	-59.9942333	1985-08-27	Instituto Nacional de Pesquisas da Amazônia (INPA)	Estação de Aqüicultura do INPA	Magalhães, C.	Macrobrachium ferreirai	Amazonas
-3.0827778	-60.0038889	2006-07-17	Instituto Nacional de Pesquisas da Amazônia (INPA)	igarapé afluente da margem esquerda do igarapé do Mindu		Oreochromis niloticus	Amazonas
-3.116667	-60.02	1963-01-09	Instituto Nacional de Pesquisas da Amazônia (INPA)	Igarapé do Tabatinga. Terra firme, arenoso, mata v, Igarapé do Tabatinga. Terra firme, arenoso, mata virgem.	Mike Hopkins	Clusia nemorosa G.Mey.	Amazonas
-3.133333	-60.02	1985-04-03	Instituto Nacional de Pesquisas da Amazônia (INPA)	Distrito da SUFRAMA, highway BR 174, Km 30. Swamp by roadside.	Mike Hopkins	Manicaria saccifera Gaertn.	Amazonas
-3.083333	-59.98	1993-11-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus do INPA., Manaus, Campus do INPA. Solo argiloso.	Mike Hopkins	Alibertia edulis (Rich.) A.Rich.	Amazonas
-3.100833	-59.97	2007-11-15	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus Universitário - Ufam; terra firme.	Mike Hopkins	Ocotea guianensis Aubl.	Amazonas
-3.0952	-59.97	1978-10-07	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus Universitário, Universidade Federal do Amazonas	Rafael,  José	Microdon	Amazonas
-3.0952	-59.97	1978-09-02	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus Universitário, Universidade Federal do Amazonas	Rafael,  José	Stipomorpha	Amazonas
-3.0991667	-59.9688889	2011-01-18	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus Universitário da Ufam, Igarapé P02	Penhalosa-Duarte, N.; Pereira, A.; Mesquita, A.; Mendes, D.; Catarino, M.	Crenicichla inpa	Amazonas
-3.0952	-59.97	1978-11-18	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus Universitário, Universidade Federal do Amazonas	Rafael,  José	Copestylum	Amazonas
-3.0952	-59.97	1978-07-23	Instituto Nacional de Pesquisas da Amazônia (INPA)	Campus Universitário, Universidade Federal do Amazonas	Rafael,  José	Copestylum	Amazonas
-3.1416667	-60.0244444	1983-06-08	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, igarapé Traira		Rineloricaria lanceolata	Amazonas
-3.1416667	-60.0244444	1980-03-25	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, lago do Acurau		Heros efasciatus	Amazonas
-3.1416667	-60.0244444	1989-12-19	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, lago do Acurau		Acestridium discus	Amazonas
-3.1452778	-60.0230556	1990-11-30	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro		Sternarchella terminalis	Amazonas
-3.1452778	-60.0230556	1990-11-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, próximo a Manaus		Ageneiosus	Amazonas
-3.1452778	-60.0230556	1990-11-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, próximo a Manaus		Opsodoras ternetzi	Amazonas
-3.1452778	-60.0230556	1990-11-28	Instituto Nacional de Pesquisas da Amazônia (INPA)	Próximo à Manaus		Adontosternarchus clarkae	Amazonas
-3.1452778	-60.0230556	1977-11-14	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro		Nannostomus unifasciatus	Amazonas
-3.1416667	-60.0244444	1977-11-01	Instituto Nacional de Pesquisas da Amazônia (INPA)	Rio Negro, furo Paracuuba.		Leporinus agassizii	Amazonas
-3.1452778	-60.0230556	1992-12-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão		Pimelodina flavipinnis	Amazonas
-3.1452778	-60.0230556	1992-12-12	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, Ilha do Camaleão		Rhabdolichops nigrimans	Amazonas
-3.1452778	-60.0230556	1992-09-11	Instituto Nacional de Pesquisas da Amazônia (INPA)	Ponta Negra, rio Negro		Gênero nov., sp. nov. 2	Amazonas
